CustomerKey,FirstName,LastName,FullName,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,DateFirstPurchase,CommuteDistance,CustomerCity,CustomerStateCode,CustomerState,CustomerCountry
12358,Lacey,Raje,"Raje, Lacey",1970-02-26,M,F,100000,0,5,Partial High School,Professional,1,4,8986 Rubiem Ct,2006-07-31,10+ Miles,Milsons Point,NSW,New South Wales,Australia
12359,Veronica,Raman,"Raman, Veronica",1970-02-19,M,F,130000,5,5,Graduate Degree,Professional,1,4,7107 Kingsford Dr.,2008-03-14,0-1 Miles,Milsons Point,NSW,New South Wales,Australia
12360,Mario,Goel,"Goel, Mario",1971-07-26,S,M,130000,0,5,Partial College,Management,1,4,4898 Hillview Dr.,2006-07-19,0-1 Miles,North Sydney,NSW,New South Wales,Australia
12361,Dana,Diaz,"Diaz, Dana",1971-04-01,M,F,160000,4,5,Partial High School,Management,0,4,2241 Concord Place,2008-03-21,10+ Miles,East Brisbane,QLD,Queensland,Australia
12362,Thomas,Harrison,"Harrison, Thomas",1941-07-06,S,M,90000,5,0,Bachelors,Management,1,2,2662 Limewood Place,2006-06-06,5-10 Miles,Lemon Grove,CA,California,United States
12363,Kayla,Thompson,"Thompson, Kayla",1941-12-25,M,F,110000,2,4,Graduate Degree,Management,0,1,412 Miller Dr.,2007-09-30,2-5 Miles,Langford,BC,British Columbia,Canada
12364,Erin,Rogers,"Rogers, Erin",1941-10-28,M,F,130000,2,3,Bachelors,Management,1,4,8387 E. Lane Rd.,2006-06-28,2-5 Miles,Port Orchard,WA,Washington,United States
12365,Alex,Evans,"Evans, Alex",1942-02-12,M,M,80000,5,0,Bachelors,Management,0,2,6478 Fenway,2007-10-03,1-2 Miles,Bremerton,WA,Washington,United States
12366,Stephanie,Cox,"Cox, Stephanie",1942-07-10,M,F,80000,5,0,Bachelors,Management,1,2,9064 La Paz,2007-10-13,5-10 Miles,Ballard,WA,Washington,United States
12367,Trinity,Townsend,"Townsend, Trinity",1973-08-22,S,F,10000,0,0,Partial High School,Manual,0,2,370 Treat Blvd,2007-08-14,0-1 Miles,Leeds,ENG,England,United Kingdom
12368,Rodney,Rubio,"Rubio, Rodney",1973-06-22,S,M,10000,0,0,Partial High School,Manual,0,2,"40, rue Royale",2008-05-30,1-2 Miles,Metz,57,Moselle,France
12369,Terrence,Lal,"Lal, Terrence",1963-10-06,S,M,60000,4,4,Bachelors,Professional,0,4,2680 Claudia Drive,2008-03-28,0-1 Miles,Melton,VIC,Victoria,Australia
12370,Preston,Perez,"Perez, Preston",1963-06-27,M,M,60000,3,2,Bachelors,Professional,1,2,8306 Sun Tree Lane,2007-08-14,5-10 Miles,Silverwater,NSW,New South Wales,Australia
12371,Stefanie,Subram,"Subram, Stefanie",1963-02-14,S,F,60000,3,2,Bachelors,Professional,1,2,8433 Pacifica Avenue,2008-01-02,5-10 Miles,Rhodes,NSW,New South Wales,Australia
12372,Darren,Prasad,"Prasad, Darren",1963-09-18,S,M,60000,3,2,Bachelors,Professional,0,2,P.O. Box 1052,2007-09-23,0-1 Miles,East Brisbane,QLD,Queensland,Australia
12373,Isaac,Gray,"Gray, Isaac",1974-08-06,S,M,30000,0,0,Partial College,Clerical,0,1,"558, rue Faubourg St Antoine",2005-12-28,2-5 Miles,Versailles,78,Yveline,France
12374,Marie,Kapoor,"Kapoor, Marie",1980-03-28,S,F,20000,0,0,Partial High School,Manual,0,2,"1020, quai de Grenelle",2007-08-11,0-1 Miles,Croix,59,Nord,France
12375,Jarrod,Raman,"Raman, Jarrod",1980-02-24,S,M,20000,0,0,Partial High School,Manual,1,2,"64, route de Marseille",2008-07-14,1-2 Miles,Cergy,95,Val d'Oise,France
12376,Holly,Perez,"Perez, Holly",1980-04-01,S,F,20000,0,0,Partial High School,Manual,0,2,4824 Kirkwood Ct.,2007-11-11,1-2 Miles,London,ENG,England,United Kingdom
12377,Christopher,Miller,"Miller, Christopher",1980-03-14,S,M,20000,0,0,Partial High School,Manual,0,2,Buergermeister-ulrich-str 39,2007-12-26,1-2 Miles,Bottrop,NW,Nordrhein-Westfalen,Germany
12378,Brianna,Sanchez,"Sanchez, Brianna",1979-08-20,S,F,30000,0,0,Partial College,Clerical,1,1,Zeiter Weg 9922,2007-02-08,2-5 Miles,Ingolstadt,BY,Bayern,Germany
12379,Bridget,Chande,"Chande, Bridget",1978-08-19,S,F,30000,0,0,Partial College,Clerical,0,1,Lindenalle 4284,2007-10-23,2-5 Miles,Hamburg,HH,Hamburg,Germany
12380,Omar,Yuan,"Yuan, Omar",1974-03-07,S,M,30000,0,0,High School,Manual,0,1,2153 Cloudview Dr.,2006-12-06,2-5 Miles,Billericay,ENG,England,United Kingdom
12381,Johnny,Lal,"Lal, Johnny",1974-02-17,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,8396 Ruth Drive,2006-12-21,1-2 Miles,London,ENG,England,United Kingdom
12382,Tamara,Chen,"Chen, Tamara",1972-11-11,S,F,20000,0,0,Partial High School,Manual,0,2,9199 Park Glenn,2006-12-30,1-2 Miles,London,ENG,England,United Kingdom
12383,Albert,Gomez,"Gomez, Albert",1973-04-20,S,M,30000,0,0,High School,Manual,0,1,"2401, rue des Bouchers",2005-12-01,1-2 Miles,Paris,75,Seine (Paris),France
12384,Jacquelyn,Gutierrez,"Gutierrez, Jacquelyn",1973-10-01,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,Curieweg 942,2007-02-17,0-1 Miles,Kiel,SL,Saarland,Germany
12385,Tara,Raji,"Raji, Tara",1973-03-27,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,6598 Lorie Ln.,2006-12-03,0-1 Miles,Berks,ENG,England,United Kingdom
12386,Katherine,Perry,"Perry, Katherine",1972-04-08,S,F,20000,0,0,Partial High School,Manual,0,2,Erftplatz 654,2007-02-03,1-2 Miles,Erlangen,BY,Bayern,Germany
12387,Meredith,Vazquez,"Vazquez, Meredith",1972-12-27,S,F,30000,0,0,High School,Manual,0,1,"2425, avenue de l´Europe",2008-03-24,2-5 Miles,Villeneuve-d'Ascq,59,Nord,France
12388,Casey,Kumar,"Kumar, Casey",1972-07-19,S,F,30000,0,0,High School,Manual,0,1,Platz des Landtags 55,2007-02-13,1-2 Miles,Kiel,SL,Saarland,Germany
12389,Albert,Jiménez,"Jiménez, Albert",1972-07-06,S,M,30000,0,0,High School,Manual,0,1,"61, place de Fontenoy",2008-05-16,2-5 Miles,Colombes,92,Hauts de Seine,France
12390,Denise,Martinez,"Martinez, Denise",1972-09-17,S,F,40000,1,1,Partial College,Clerical,0,1,Am Grossen Dern 123,2007-02-06,0-1 Miles,Berlin,HH,Hamburg,Germany
12391,Olivia,Kelly,"Kelly, Olivia",1972-02-24,S,F,40000,2,2,Partial College,Clerical,1,0,6960 Trees Drive,2006-12-26,1-2 Miles,Kirkby,ENG,England,United Kingdom
12392,Nichole,Nath,"Nath, Nichole",1971-07-26,S,F,10000,0,0,Partial High School,Manual,0,2,3228 Pembroke Dr,2007-08-01,0-1 Miles,Esher-Molesey,ENG,England,United Kingdom
12393,Brenda,Sai,"Sai, Brenda",1971-07-16,S,F,20000,0,0,Partial High School,Manual,0,2,"2, rue Lamarck",2008-03-30,0-1 Miles,Saint-Denis,93,Seine Saint Denis,France
12394,Erika,Serrano,"Serrano, Erika",1971-03-13,S,F,20000,0,0,Partial High School,Manual,0,2,4919 Hames Court,2006-12-18,1-2 Miles,Liverpool,ENG,England,United Kingdom
12395,Kyle,Carter,"Carter, Kyle",1971-04-25,S,M,30000,0,0,High School,Manual,1,1,"8182, chaussée de Tournai",2005-12-20,2-5 Miles,Chatou,78,Yveline,France
12396,Susan,Yang,"Yang, Susan",1971-04-14,S,F,30000,0,0,High School,Manual,1,1,Erftplatz 900,2008-04-17,2-5 Miles,Hof,BY,Bayern,Germany
12397,Shaun,Chapman,"Chapman, Shaun",1970-03-14,S,M,40000,2,2,Partial College,Clerical,1,0,Am Grossen Dern 725,2007-02-24,1-2 Miles,Poing,SL,Saarland,Germany
12398,Ashley,Clark,"Clark, Ashley",1971-07-12,S,F,40000,2,2,Partial College,Clerical,1,1,"804, avenue du Québec",2005-12-18,0-1 Miles,Lille,59,Nord,France
12399,Henry,Chapman,"Chapman, Henry",1971-09-12,S,M,40000,2,2,Partial College,Clerical,1,1,Knaackstr 556,2008-02-24,1-2 Miles,Braunschweig,NW,Nordrhein-Westfalen,Germany
12400,Andy,Martin,"Martin, Andy",1971-11-12,S,M,40000,2,2,Partial College,Clerical,1,1,Winter der Böck 8456,2008-02-10,1-2 Miles,Essen,HH,Hamburg,Germany
12401,Kimberly,Rivera,"Rivera, Kimberly",1971-05-09,S,F,40000,2,2,Partial College,Clerical,1,1,Königstr 28,2008-03-22,1-2 Miles,Hof,BY,Bayern,Germany
12402,Albert,Moreno,"Moreno, Albert",1971-03-15,S,M,40000,2,2,Partial College,Clerical,1,2,3941 Teakwood Dr,2006-12-10,0-1 Miles,London,ENG,England,United Kingdom
12403,Henry,Young,"Young, Henry",1971-06-18,S,M,40000,2,2,Partial College,Clerical,1,2,7499 Yolanda Circle,2008-05-23,1-2 Miles,Watford,ENG,England,United Kingdom
12404,Krystal,Liang,"Liang, Krystal",1971-08-10,S,F,40000,2,2,Partial College,Clerical,1,2,1500 Grant Street,2007-01-23,0-1 Miles,York,ENG,England,United Kingdom
12405,Cole,Sanchez,"Sanchez, Cole",1970-09-19,S,M,40000,2,2,Partial College,Clerical,1,2,2620 Tice,2008-07-10,1-2 Miles,Newcastle upon Tyne,ENG,England,United Kingdom
12406,Ross,Gutierrez,"Gutierrez, Ross",1970-01-22,S,M,50000,0,0,Graduate Degree,Skilled Manual,0,0,Alte Landstr 29,2008-06-18,1-2 Miles,Grevenbroich,BY,Bayern,Germany
12407,Shawn,Raji,"Raji, Shawn",1970-08-27,S,M,50000,0,0,Graduate Degree,Skilled Manual,1,0,Zeiter Weg 6399,2008-04-28,1-2 Miles,Berlin,HH,Hamburg,Germany
12408,Jon,Lu,"Lu, Jon",1970-02-05,S,M,50000,0,0,Graduate Degree,Skilled Manual,0,0,Hauptstr 6146,2008-04-02,1-2 Miles,Saarlouis,SL,Saarland,Germany
12409,Savannah,Hill,"Hill, Savannah",1975-03-23,S,F,40000,3,3,Partial College,Clerical,1,0,1583 Westwood Lane,2007-11-21,1-2 Miles,Santa Cruz,CA,California,United States
12410,Mariah,Richardson,"Richardson, Mariah",1975-12-06,S,F,40000,3,3,Partial College,Clerical,1,0,8032 Gumwood,2007-10-07,1-2 Miles,Beverly Hills,CA,California,United States
12411,Kevin,Alexander,"Alexander, Kevin",1975-10-02,S,M,40000,3,3,Partial College,Clerical,1,1,6115 Glenside Court,2008-01-01,0-1 Miles,Concord,CA,California,United States
12412,Mackenzie,Wright,"Wright, Mackenzie",1930-10-20,M,F,50000,1,0,Graduate Degree,Skilled Manual,1,0,2287 El Dorado,2008-04-27,1-2 Miles,Downey,CA,California,United States
12413,James,Gonzales,"Gonzales, James",1966-03-07,S,M,60000,0,0,Graduate Degree,Skilled Manual,0,0,5719 A St.,2007-12-22,1-2 Miles,Olympia,WA,Washington,United States
12414,Ethan,Lal,"Lal, Ethan",1966-06-21,S,M,60000,0,0,Graduate Degree,Skilled Manual,0,0,8524 C Mt. Hood Circle,2007-11-28,1-2 Miles,Oregon City,OR,Oregon,United States
12415,Brianna,Richardson,"Richardson, Brianna",1966-11-02,S,F,60000,0,0,Graduate Degree,Skilled Manual,0,0,9178 Sand Pointe Lane,2008-05-25,0-1 Miles,W. Linn,OR,Oregon,United States
12416,Veronica,Martinez,"Martinez, Veronica",1966-08-14,S,F,60000,0,0,Graduate Degree,Skilled Manual,1,0,492 Loveridge Circle,2007-12-31,1-2 Miles,Bellflower,CA,California,United States
12417,Alexis,Bryant,"Bryant, Alexis",1966-11-25,S,F,60000,0,0,Graduate Degree,Skilled Manual,1,0,4617 Sheppard Way,2008-07-08,0-1 Miles,Chula Vista,CA,California,United States
12418,Robert,Hernandez,"Hernandez, Robert",1953-10-24,S,M,20000,2,0,High School,Manual,0,2,1725 La Salle Ave.,2006-06-23,1-2 Miles,Corvallis,OR,Oregon,United States
12419,Destiny,Bell,"Bell, Destiny",1953-06-05,M,F,30000,1,0,Bachelors,Skilled Manual,1,1,8807 Soto St.,2007-12-12,5-10 Miles,Bremerton,WA,Washington,United States
12420,Spencer,Hayes,"Hayes, Spencer",1953-08-20,M,M,30000,1,0,Bachelors,Skilled Manual,1,1,8336 Newport Dr.,2007-09-16,2-5 Miles,Milwaukie,OR,Oregon,United States
12421,Cameron,Hughes,"Hughes, Cameron",1953-03-12,M,M,30000,1,0,Bachelors,Skilled Manual,1,1,6396 Market Place,2007-09-13,5-10 Miles,Newport Beach,CA,California,United States
12422,Hailey,Evans,"Evans, Hailey",1953-10-23,M,F,30000,1,0,Bachelors,Skilled Manual,1,1,3591 East 18th Street,2008-04-15,5-10 Miles,Marysville,WA,Washington,United States
12423,Sarah,Thompson,"Thompson, Sarah",1954-04-25,S,F,20000,3,0,Partial High School,Clerical,0,2,6277 Morengo Ct.,2006-06-21,1-2 Miles,Olympia,WA,Washington,United States
12424,Rebecca,Mitchell,"Mitchell, Rebecca",1954-09-24,M,F,30000,1,0,High School,Manual,1,1,9809 St. Germain Lane,2008-02-26,5-10 Miles,Sedro Woolley,WA,Washington,United States
12425,Brandon,White,"White, Brandon",1954-03-05,M,M,30000,1,0,High School,Clerical,1,1,9146 Columbia River Ct.,2008-05-20,5-10 Miles,Walla Walla,WA,Washington,United States
12426,Cody,Cox,"Cox, Cody",1954-09-23,M,M,40000,1,0,Partial College,Clerical,1,1,4693 Mills Dr.,2008-05-08,0-1 Miles,Lakewood,CA,California,United States
12427,Kimberly,Stewart,"Stewart, Kimberly",1954-02-08,M,F,40000,1,0,Partial College,Clerical,1,1,6289 Via Del Verdes,2007-12-06,0-1 Miles,San Diego,CA,California,United States
12428,Sean,Morris,"Morris, Sean",1955-02-07,M,M,40000,1,0,Partial College,Clerical,1,1,6603 Jennifer Way,2008-04-28,1-2 Miles,San Gabriel,CA,California,United States
12429,Melvin,Black,"Black, Melvin",1955-11-27,M,M,40000,1,0,Partial College,Clerical,1,1,4176 Alexander Pl,2007-09-06,1-2 Miles,Concord,CA,California,United States
12430,Kaitlyn,Thompson,"Thompson, Kaitlyn",1955-04-01,M,F,40000,1,0,Partial College,Clerical,1,1,5675 Fairoaks Way,2007-10-22,1-2 Miles,Sooke,BC,British Columbia,Canada
12431,Wyatt,Thomas,"Thomas, Wyatt",1955-03-21,M,M,40000,1,0,Partial College,Clerical,1,1,8033 Chaucer Drive,2007-09-22,1-2 Miles,Sooke,BC,British Columbia,Canada
12432,Nathan,Clark,"Clark, Nathan",1955-07-25,M,M,40000,1,0,Partial College,Clerical,1,1,342 Summerfield Dr.,2008-04-28,1-2 Miles,Glendale,CA,California,United States
12433,Antonio,Price,"Price, Antonio",1955-07-20,M,M,40000,1,0,Partial College,Clerical,1,1,4451 Carmel Dr.,2007-10-01,1-2 Miles,San Gabriel,CA,California,United States
12434,Thomas,Kumar,"Kumar, Thomas",1955-03-09,M,M,40000,1,0,Partial College,Clerical,1,1,3344 Arguello Blvd.,2008-05-23,1-2 Miles,Tacoma,WA,Washington,United States
12435,Christy,Zhou,"Zhou, Christy",1955-10-10,M,F,40000,1,0,Partial College,Clerical,1,1,7527 Brook Way,2006-06-06,0-1 Miles,Bell Gardens,CA,California,United States
12436,Albert,Diaz,"Diaz, Albert",1955-06-18,M,M,40000,1,0,Partial College,Clerical,1,1,8574 Hidden Oak Ct.,2007-12-18,0-1 Miles,Burien,WA,Washington,United States
12437,Jeremy,Young,"Young, Jeremy",1955-06-15,M,M,40000,1,0,Partial College,Clerical,1,1,1459 Placer Dr.,2006-06-15,0-1 Miles,Salem,OR,Oregon,United States
12438,Bailey,Rogers,"Rogers, Bailey",1955-10-19,S,F,80000,5,0,Graduate Degree,Skilled Manual,1,0,6120 Evergreen Ct.,2006-06-11,1-2 Miles,Colma,CA,California,United States
12439,Megan,Bennett,"Bennett, Megan",1956-05-26,M,F,40000,1,0,Partial College,Clerical,1,1,2176 Apollo Way,2007-09-26,0-1 Miles,Beaverton,OR,Oregon,United States
12440,Francisco,Chandra,"Chandra, Francisco",1956-10-12,M,M,40000,1,0,Partial College,Clerical,1,1,2084 Ahwanee Lane,2006-06-01,0-1 Miles,Burbank,CA,California,United States
12441,Trevor,Simmons,"Simmons, Trevor",1957-11-21,M,M,40000,1,0,Partial College,Clerical,1,1,5221 Del Vista Court,2006-06-05,1-2 Miles,Berkeley,CA,California,United States
12442,Allison,Richardson,"Richardson, Allison",1957-08-04,M,F,40000,1,0,Partial College,Clerical,1,1,4344 Azoras Cir,2006-06-02,0-1 Miles,Burbank,CA,California,United States
12443,Garrett,James,"James, Garrett",1957-05-22,M,M,40000,1,0,Partial College,Clerical,1,1,6190 Terra Granada,2008-07-21,1-2 Miles,Burbank,CA,California,United States
12444,Mackenzie,Phillips,"Phillips, Mackenzie",1957-04-22,M,F,40000,1,0,Partial College,Clerical,1,1,6685 Rosina Court,2007-09-04,1-2 Miles,Metchosin,BC,British Columbia,Canada
12445,Cameron,Taylor,"Taylor, Cameron",1957-03-27,M,M,40000,1,0,Partial College,Clerical,1,1,5083 Bates Court,2008-02-09,1-2 Miles,Oregon City,OR,Oregon,United States
12446,Jasmine,Hall,"Hall, Jasmine",1957-08-03,M,F,40000,1,0,Partial College,Clerical,1,1,5366 Clayton Way,2006-06-10,1-2 Miles,La Jolla,CA,California,United States
12447,Carson,Hayes,"Hayes, Carson",1957-10-24,M,M,40000,1,0,Partial College,Clerical,1,1,6799 El Camino Dr.,2007-11-04,1-2 Miles,Port Hammond,BC,British Columbia,Canada
12448,Hailey,Cox,"Cox, Hailey",1958-05-20,S,F,60000,4,0,Graduate Degree,Skilled Manual,1,0,8203 Courtland Drive,2006-06-28,0-1 Miles,Lebanon,OR,Oregon,United States
12449,Dylan,Brown,"Brown, Dylan",1958-03-09,S,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,549 Via Appia,2007-12-12,1-2 Miles,Port Hammond,BC,British Columbia,Canada
12450,Cody,Cook,"Cook, Cody",1958-09-23,M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,7084 Catanzaro Way,2006-06-26,0-1 Miles,Imperial Beach,CA,California,United States
12451,Anna,Simmons,"Simmons, Anna",1958-08-10,S,F,60000,4,0,Graduate Degree,Skilled Manual,1,0,6793 Longview Road,2007-12-22,1-2 Miles,Vancouver,BC,British Columbia,Canada
12452,Sean,Sanchez,"Sanchez, Sean",1958-11-24,M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,2350 Mildred Ln.,2006-06-23,1-2 Miles,Spokane,WA,Washington,United States
12453,Madison,Bennett,"Bennett, Madison",1958-05-10,S,F,60000,4,0,Graduate Degree,Skilled Manual,1,0,4742 Granada Dr.,2007-11-21,1-2 Miles,W. Linn,OR,Oregon,United States
12454,Samuel,Griffin,"Griffin, Samuel",1959-03-02,M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,4074 Northwood Dr,2007-10-10,1-2 Miles,Bremerton,WA,Washington,United States
12455,Benjamin,Lewis,"Lewis, Benjamin",1959-04-10,M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,3420 Weber Bryan Pl.,2008-05-20,1-2 Miles,Mill Valley,CA,California,United States
12456,Thomas,Chen,"Chen, Thomas",1959-08-16,M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,2530 Spring Hill Road,2008-07-19,1-2 Miles,Burien,WA,Washington,United States
12457,Misty,Rai,"Rai, Misty",1959-09-02,S,F,60000,4,0,Graduate Degree,Skilled Manual,1,0,1094 Loveridge Circle,2007-10-06,1-2 Miles,Beaverton,OR,Oregon,United States
12458,Veronica,Sanchez,"Sanchez, Veronica",1968-05-27,M,F,30000,1,0,Bachelors,Clerical,1,0,Königsteiner Straße 550,2008-03-07,1-2 Miles,Bottrop,NW,Nordrhein-Westfalen,Germany
12459,Stefanie,Rodriguez,"Rodriguez, Stefanie",1968-09-13,S,F,30000,1,1,Bachelors,Clerical,0,0,1293 Silverwood Drive,2007-01-03,1-2 Miles,Milton Keynes,ENG,England,United Kingdom
12460,Dominique,Malhotra,"Malhotra, Dominique",1968-11-23,S,F,30000,1,1,Bachelors,Clerical,0,0,9838 Westchester Pl.,2007-01-26,1-2 Miles,London,ENG,England,United Kingdom
12461,Ruth,Suri,"Suri, Ruth",1968-02-28,M,F,40000,0,0,Graduate Degree,Clerical,1,0,Westheimer Straße 9292,2007-02-16,0-1 Miles,Hamburg,HH,Hamburg,Germany
12462,Levi,Suri,"Suri, Levi",1968-06-11,M,M,40000,0,0,Graduate Degree,Clerical,1,0,Zollhof 6866,2007-03-11,0-1 Miles,Sulzbach Taunus,SL,Saarland,Germany
12463,Todd,Huang,"Huang, Todd",1968-11-23,M,M,40000,0,0,Graduate Degree,Clerical,1,0,4369 Carpetta Circle,2007-01-07,0-1 Miles,Cheltenham,ENG,England,United Kingdom
12464,Jared,Cook,"Cook, Jared",1967-10-15,S,M,10000,3,3,High School,Manual,1,1,"646, place du Tertre",2006-01-23,0-1 Miles,Bobigny,93,Seine Saint Denis,France
12465,Cassandra,Patel,"Patel, Cassandra",1967-02-23,M,F,20000,1,1,Partial College,Manual,1,1,8374 Vista Del Diablo,2007-10-01,2-5 Miles,Gloucestershire,ENG,England,United Kingdom
12466,Willie,He,"He, Willie",1967-04-26,M,M,20000,1,1,Partial College,Manual,1,1,"11, rue du Puits Dixme",2007-09-20,2-5 Miles,Drancy,93,Seine Saint Denis,France
12467,Jennifer,Jones,"Jones, Jennifer",1967-04-07,S,F,20000,1,1,Partial College,Manual,0,1,"2, place de la République",2007-10-23,0-1 Miles,Paris,75,Seine (Paris),France
12468,Wayne,Nath,"Nath, Wayne",1967-10-25,M,M,30000,1,1,Bachelors,Clerical,1,0,"95, avenue de l´ Union Centrale",2006-01-12,2-5 Miles,Paris,75,Seine (Paris),France
12469,Shane,Srini,"Srini, Shane",1966-08-21,M,M,20000,1,1,High School,Manual,1,1,Haberstr 5776,2008-03-22,2-5 Miles,Paderborn,NW,Nordrhein-Westfalen,Germany
12470,Barbara,He,"He, Barbara",1966-02-06,M,F,20000,1,1,High School,Manual,1,1,Lieblingsweg 4,2008-05-26,2-5 Miles,Berlin,SL,Saarland,Germany
12471,Lacey,Zeng,"Zeng, Lacey",1967-05-14,M,F,40000,0,0,Bachelors,Clerical,1,0,Rehstr 1346,2007-09-17,0-1 Miles,Bottrop,NW,Nordrhein-Westfalen,Germany
12472,Jeffery,Zhang,"Zhang, Jeffery",1966-09-09,M,M,30000,1,1,Bachelors,Clerical,1,1,"9, avenue Reille",2008-02-10,2-5 Miles,Colombes,92,Hauts de Seine,France
12473,Sergio,Sai,"Sai, Sergio",1966-11-15,M,M,30000,1,1,Bachelors,Skilled Manual,1,1,9790 Deer Creek Lane,2007-01-12,0-1 Miles,York,ENG,England,United Kingdom
12474,Tammy,Chandra,"Chandra, Tammy",1966-12-22,M,F,30000,1,1,Bachelors,Skilled Manual,1,2,"2, place Beaubernard",2006-01-22,0-1 Miles,Cergy,95,Val d'Oise,France
12475,Logan,Carter,"Carter, Logan",1965-03-25,S,M,10000,4,3,Partial High School,Manual,1,2,Buergermeister-ulrich-str 111,2007-03-07,0-1 Miles,Solingen,NW,Nordrhein-Westfalen,Germany
12476,Rodney,Jimenez,"Jimenez, Rodney",1965-02-06,S,M,20000,2,2,High School,Manual,1,0,4977 Candlestick Dr.,2008-04-11,0-1 Miles,Milton Keynes,ENG,England,United Kingdom
12477,Robin,Gill,"Gill, Robin",1965-12-23,M,F,20000,2,2,High School,Manual,0,1,"28, rue de Fontfroide",2008-06-11,0-1 Miles,Paris,75,Seine (Paris),France
12478,Ruben,Mehta,"Mehta, Ruben",1965-02-17,S,M,20000,2,2,High School,Manual,1,1,Welt Platz 4,2008-07-02,0-1 Miles,Bottrop,NW,Nordrhein-Westfalen,Germany
12479,Priscilla,Tang,"Tang, Priscilla",1965-05-12,M,F,30000,1,1,Bachelors,Skilled Manual,1,2,Im Himmelsweg 89,2007-03-08,0-1 Miles,Frankfurt,HE,Hessen,Germany
12480,Meredith,Alvarez,"Alvarez, Meredith",1964-04-16,S,F,10000,5,2,Partial High School,Manual,1,1,"20, rue Saint-Lazare",2006-01-10,0-1 Miles,Lille,59,Nord,France
12481,Victor,Diaz,"Diaz, Victor",1964-09-07,S,M,10000,5,2,Partial High School,Manual,1,1,Hüttenstr 95,2007-09-09,0-1 Miles,Berlin,NW,Nordrhein-Westfalen,Germany
12482,Jerome,Browning,"Browning, Jerome",1964-03-06,S,M,10000,3,2,Partial High School,Manual,1,1,"2, rue de Fontfroide",2008-06-27,0-1 Miles,Orly,94,Val de Marne,France
12483,Amanda,Perez,"Perez, Amanda",1964-04-04,S,F,20000,2,2,High School,Manual,1,2,"194, boulevard Tremblay",2006-01-04,0-1 Miles,Roubaix,59,Nord,France
12484,Lori,Suarez,"Suarez, Lori",1964-04-03,S,F,20000,2,2,High School,Manual,1,2,Zollstr 8,2007-03-28,0-1 Miles,Hamburg,HH,Hamburg,Germany
12485,Veronica,Subram,"Subram, Veronica",1964-03-25,S,F,20000,3,3,High School,Manual,1,0,"6, rue Saint-Lazare",2006-01-12,0-1 Miles,Colomiers,31,Garonne (Haute),France
12486,Kristen,Ye,"Ye, Kristen",1964-02-10,S,F,20000,3,3,High School,Manual,1,0,579 Meager Dr.,2007-01-20,0-1 Miles,West Sussex,ENG,England,United Kingdom
12487,Willie,Zhu,"Zhu, Willie",1964-04-06,S,M,20000,3,3,High School,Manual,1,0,Conesweg 621,2007-03-18,0-1 Miles,Salzgitter,HE,Hessen,Germany
12488,Jay,Garcia,"Garcia, Jay",1963-05-12,S,M,20000,3,3,High School,Manual,1,2,"95, avenue de l´ Union Centrale",2008-03-23,0-1 Miles,Saint Germain en Laye,78,Yveline,France
12489,Wayne,Rai,"Rai, Wayne",1966-10-25,M,M,40000,0,0,Bachelors,Professional,1,0,"17, rue de Maubeuge",2007-09-21,0-1 Miles,Les Ulis,91,Essonne,France
12490,Trisha,He,"He, Trisha",1966-07-28,M,F,40000,0,0,Bachelors,Professional,0,0,"98bis, boulevard du Montparnasse",2007-09-19,0-1 Miles,Paris,75,Seine (Paris),France
12491,Alvin,Huang,"Huang, Alvin",1966-02-06,M,M,40000,0,0,Bachelors,Professional,1,0,3960 Temple Drive,2008-02-03,0-1 Miles,Oxford,ENG,England,United Kingdom
12492,Brittany,Price,"Price, Brittany",1966-09-04,S,F,60000,0,0,Graduate Degree,Skilled Manual,0,0,3845 Mt. Dell Drive,2007-01-14,0-1 Miles,Stoke-on-Trent,ENG,England,United Kingdom
12493,Dwayne,Vazquez,"Vazquez, Dwayne",1965-06-23,M,M,40000,0,0,Bachelors,Professional,1,0,Zollhof 4822,2007-11-16,0-1 Miles,Ingolstadt,BY,Bayern,Germany
12494,Abby,Sandberg,"Sandberg, Abby",1964-08-18,M,F,30000,2,2,Partial College,Clerical,0,2,"208, chaussée de Tournai",2006-01-01,0-1 Miles,Versailles,78,Yveline,France
12495,Lucas,Miller,"Miller, Lucas",1964-03-15,S,M,30000,2,2,Partial College,Clerical,1,2,Postenweg 3138,2007-03-22,0-1 Miles,Frankfurt,HE,Hessen,Germany
12496,Melanie,Cox,"Cox, Melanie",1964-01-23,M,F,40000,1,0,Bachelors,Skilled Manual,1,0,7547 Delta Fair Blvd.,2008-02-21,0-1 Miles,Gateshead,ENG,England,United Kingdom
